lot_id,status,candidates_total,candidates_valid,companies,dropped
19731414,added,18,17,"Никитская 22, мини-отель | Юг22, ресторан | Дом причта Храма Вознесения Господня","АЛГОРИТМ БЬЮТИ КЛАБ, салон красоты [area]"
19731822,added,6,4,"Tupperware, дистрибьюторский центр | Ozon | Север, компания по аренде помещений","Столички, аптека [floor] | Красное&Белое, магазин [floor]"
19731854,added,5,5,"Диагностический центр №3 | Главное бюро медико-социальной экспертизы по г. Москве, Филиал №83 | Диагностический центр №3, Терапевтическое отделение",
19731951,added,1,1,"Строймастер, магазин сантехники",
19732000,added,3,3,"Наумовы и Партнеры.рф, юридическое бюро | Цифровая школа | Лицей академии Яндекса",
19732053,added,7,6,"Индиго, детский центр дополнительного образования | Смарт скул, прогрессивная частная школа | Смарт скул, частная школа","Элит-студио, салон красоты [area]"
19732135,added,3,3,"Наумовы и Партнеры.рф, юридическое бюро | Цифровая школа | Лицей академии Яндекса",
19733120,added,5,5,"Патриот, военно-спортивный клуб | Арабеск, ансамбль классического танца | Магнит Косметик, магазин косметики и бытовой химии",
19733436,added,5,5,"Волконский, кафе-пекарня | Весна на Пресне, медицинский центр | Ателье и пошив штор Маруси Дубковой",
19733502,added,2,1,"Семейный доктор, поликлиника №6","Ригла, аптека [floor]"
19733721,added,4,4,"Александра, мастерская красоты | Тринити, Офис | Wave, студия красоты",
19733931,added,3,3,Магазин овощей и фруктов | Продуктовый мини-маркет | Хостел мира,
19734050,added,4,3,"Стамбул, ресторан | Роллофф, кафе | Пивная Палитра, магазин-бар разливных напитков","Beauty zone for you, салон красоты [area]"
19734488,added,26,26,"Вита, научно-производственное предприятие | RACURS, диджитал-агентство | Промснабзащита, торгово-производственная фирма",
19735724,added,4,4,"Александра, мастерская красоты | Тринити, Офис | Wave, студия красоты",
19735848,added,1,1,Национальное РадиоТехническое Бюро,
19736734,added,4,3,"Салон оптики | Парикмахерская | Барракуда, секонд-хенд","Столички, аптека [floor]"
19736847,added,1,1,Нотариус Махонина О.Н.,
19737104,added,1,1,"On time, кофейня",
19737105,added,1,1,"On time, кофейня",
19737151,added,1,1,"On time, кофейня",
19738346,added,1,1,"Ales capital group, инвестиционная компания",
19738894,added,12,10,"Ель, нетипичный сувенирный магазин | Design Hotel Senator | Мосгортранс, Пассажирское агентство","Beauty lab store, салон красоты [area] | Персона, имидж-лаборатория [area]"
19740370,added,2,2,"Дикси, супермаркет | Гаянэ, салон-парикмахерская",
19740388,added,2,2,"Окружная служба информационной поддержки, Средняя общеобразовательная школа №7 с дошкольным отделением | Школа №7",
19741247,added,5,5,"La Dental soul, стоматологическая клиника | Safemos | Live-telecom, интернет-провайдер",
19742214,added,4,4,"BIANCA, химчистка | Магазин сухофруктов, орехов и семечек | Добрынинский, продуктовый магазин",
19742510,added,4,4,"Мединсайт, клиника | Buta, мини-гостиница | Московский городской центр дезинфекции, дезинфекционная станция №4",
19742736,added,11,11,"АВТО Д ТРАНС, транспортная компания | Электронпромохрана, центр инженерно-технического обеспечения | Адвокатский кабинет Пантелеевой М.А.",
19742810,added,1,1,Шиномонтажная мастерская,
19743185,added,22,20,"Институт деловой карьеры | Dark side, кафе | Эффект, рекламно-производственная компания","Тренер Плюс, фитнес-студия [area] | Формула авто, автошкола [area]"
19743190,added,2,1,"Почта России, Отделение №109240","Ароматный мир, винный супермаркет [floor]"
19743617,added,28,28,"Цветочный склад, магазин цветов | Центр правовой помощи и судебной защиты | ГОРЗДРАВ, аптека №1045",
19743629,added,1,1,"Omelchenko Gallery, художественная галерея",
19744740,added,8,8,"Медтехника.Online, магазин медицинских и ортопедических товаров | EL, студия маникюра | МЕГА МАСТЕРА, дом быта",
19746710,added,6,6,"Классика рядом с домом, музыкальный салон | Во Благо, культурно-досуговый центр | Уксир хамовники, компания",
19746900,added,5,4,"Детский островок увлечений, клуб | Пик-Мик, груминг-салон | Сервис лазер, мастерская ремонту лазерных уровней",Хоккейная мастерская [area]
19746927,added,1,1,"Почта России, Отделение №129594",
19747111,added,11,10,"DANCE & BEAUTY, салон красоты | Нестэль, салон красоты | Йоркшир, паб-ресторан","Dance&beauty, школа танцев [area]"
19747196,added,3,3,"Стоманторг, магазин | На свежую голову, кофейня | На свежую голову, салон красоты",
19749403,added,7,7,"СтройИнвест, торгово-производственная компания | Фан спорт, торговая компания | Кржижановского 29, центр развития успешных проектов",
19750669,added,13,11,"Суши Лавка | Apivas, магазин разливного пива | Магазин овощей и фруктов","Винлаб, супермаркет напитков [floor] | Четыре Лапы, сеть зоомагазинов [area]"
19750851,added,2,2,"Дорожная азбука, автошкола | Швейная мастерская",
19751442,added,2,2,"Атлас, медицинская клиника | Ригла, аптека",
19753311,added,1,1,"Дикси, супермаркет",
19753472,added,1,1,Адвокатский кабинет Кулешова А.В.,
19755406,added,2,2,"Московский городской центр реабилитации, филиал Восточный | Аппарат Совета депутатов муниципального округа Новокосино",
19755533,added,1,1,"Superposudka.ru, склад",
19755910,added,1,1,"Olivander, магазин косметики и парфюмерии",
19756596,added,2,1,Второй отдельный батальон полиции,"Sfera dance club, студия танцев [area]"
19756655,added,3,3,"Черная Кость, сеть мужских парикмахерских | Generik Paris, студия | Generik Paris",
19757352,added,1,1,"Знаток, оптовый отдел-офис",
19757424,added,10,10,"Topgun, барбершоп | Chang, кафе | O-design, салон шведских обоев",
19757873,added,1,1,"Московский государственный психолого-педагогический университет, факультет информационных технологий",
19757894,added,7,7,"Фру-Фру, магазин-ателье | Суши и Несуши, кафе быстрого питания | Красное&Белое, магазин",
19757939,added,2,1,"Пиксель, школа программирования для детей","Олимп, шахматная школа [area]"
19758881,no_valid_candidates,1,0,,"Lets dance, школа танцев [area]"
19760729,added,1,1,"Каравай-1, парикмахерская",
19762189,added,2,2,"Яуза Моторс, сеть автотехцентров | Орион",
19762304,added,1,1,"Салон-5, парикмахерская",
19762712,added,15,15,"Столички, Аптечный пункт №1088 | Ломбард Формула 010 | Зеркало, студия красоты",
19764313,added,6,6,"Салон тонировки | СПС Моторс, автосервис | СД Сервис, автосервис",
19765137,added,10,10,"Topgun, барбершоп | Chang, кафе | O-design, салон шведских обоев",
19765189,added,12,10,"Бургер Кинг, сеть ресторанов быстрого питания | Камкомбанк | Бристоль, магазин","A.S Nails, салон красоты [area] | Moment, салон красоты [area]"
19765425,added,1,1,"Underground, студия красоты",
19766110,added,4,4,"Александра, мастерская красоты | Тринити, Офис | Wave, студия красоты",
19767496,added,8,6,"Столички, аптека | Asmotors, магазин автозапчастей | Сударь, магазин мужской одежды","Рыболов, торгово-прокатная компания [area] | Яспорт, салон [area]"
19767854,added,8,6,"Столички, аптека | Asmotors, магазин автозапчастей | Сударь, магазин мужской одежды","Рыболов, торгово-прокатная компания [area] | Яспорт, салон [area]"
19767879,added,16,14,"Вита экспресс, аптека | Пивное изобилие, магазин разливного пива | Дом суши и пиццы","Ароматный мир, винный супермаркет [floor] | Столички, аптека [floor]"
19768298,added,2,2,"Лубянка, правовой центр | Ui design group",
19768375,added,5,5,"Эра Инженеров, секция по инженерии, робототехнике и программированию | Open Yoga, школа открытой йоги | РИПА, буддийский центр",
19771035,added,1,1,Кафе-бистро,
19772136,added,3,3,"Рандеву, Отель на Юго-Западной | Нетмус, производственная компания | Сателлит, сервисный центр",
19772944,added,15,14,"Территориальное агентство по развитию предпринимательства Восточного административного округа | Студия эстетики тела | Ратио-Бюро, бухгалтерская компания","Настоящий магазин, магазин спортивных товаров [area]"
19773158,added,14,12,"Ozon | Любимая, пекарня | Ногтевая студия",Дом быта [area] | Почта Банк [area]
19773239,added,17,17,"Дента Прайм, стоматологическая клиника | Мята Lounge Нагорная, лаундж-бар | Донер хаус , киоск шаурмы",
19775671,added,3,3,"Ozon | Автомойка, г. Москва | Столички, аптечный пункт №404",
19776952,added,5,5,"Промсвязьбанк, Дополнительный офис | Колесо судьбы | Ригла, аптека",
19777561,added,4,4,"Лана-Дент Плюс, центр стоматологии | Оценочная компания | Петергоф, лепная мастерская",
19778262,added,5,5,"Центр Развития Мозга, тренинговый центр | Amakids, академия развития интеллекта | Лица, салон красоты",
19778507,added,1,1,"Torro Grill, ресторан",
19778673,added,3,3,"Только классика, кофейня | Фармленд, аптека | Эльза, студия красоты",
19778941,added,2,1,"Синдик-К, мини-маркет","Рома, детский досуговый центр [area]"
19779472,added,4,3,"ОЛИМПИЯ, хостел | Линзмастер, салон оптики | Stonecity, магазин одежды","Шахматное королевство, детский шахматный клуб [area]"
19779524,added,4,3,"ОЛИМПИЯ, хостел | Линзмастер, салон оптики | Stonecity, магазин одежды","Шахматное королевство, детский шахматный клуб [area]"
19779688,added,2,2,"Диалог, семейный центр | Улица Фонвизина, конечная автобусная станция",
19779693,added,4,3,"ОЛИМПИЯ, хостел | Линзмастер, салон оптики | Stonecity, магазин одежды","Шахматное королевство, детский шахматный клуб [area]"
19780150,added,10,9,"Старый Стамбул, ресторан | Seckin Baklava, магазин турецких сладостей | Паркомат","DDX Fitness, фитнес-клуб [area]"
19780642,added,5,5,"Коррекционно-диагностический центр | KINEOS, центр восстановительной медицины | Фортуна, мини-маркет",
19780678,added,4,4,"Wildberries, Пункт выдачи товара | Студия красоты №1 | Буханка, пекарня",
19781390,added,3,3,"Союз ритуальных услуг | Пивной рай, магазин разливного пива | Медилюкс Дент, клиника",
19781392,added,2,2,"Окна Велт, оконная компания | OZON, Пункт выдачи товара",
19781798,added,5,5,"Newpsy, психологический центр | Gizel, ателье | Гемотест, медицинская лаборатория",
19781894,added,9,9,"СССР, Чебуречная | Паблик, паб | Шах, аптека",
19781908,added,9,8,"Магазин орехов и сухофруктов | Пятёрочка, супермаркет | Магазин овощей и фруктов","RIdance, танцевальная студия [area]"
19782264,added,3,3,"Управа Донского района | МирДент, стоматологическая клиника | Ozon",
19782546,added,3,3,"Нотариус Селиванова М.К. | Фризе, груминг-студия | Департамент здравоохранения г. Москвы, Агентство по закупкам",
19783247,added,6,6,"Ваш ломбард | Faberlic, пункт выдачи товара | Промассаж, кабинет массажа",
19783408,added,7,7,"Wow laser, студия эпиляции | Банкет-Партнер, банкетный холдинг | Яндекс Лавка, служба доставки продуктов",
19784084,added,5,5,"Азбука daily, супермаркет | Choice, барбершоп | МЕЛ, салон красоты",
19784268,added,4,4,"Лана-Дент Плюс, центр стоматологии | Оценочная компания | Петергоф, лепная мастерская",
19785200,added,5,5,"Солнцево, адвокатский кабинет | Адвокатский кабинет | Компания по изготовлению номерных знаков",
19787194,added,3,3,"Фонбет, букмекерская контора | Верный, супермаркет | Аквазона Фараон, сауна",
19787703,added,1,1,"Мозг, центр управления здоровьем",
19788060,added,5,5,"Ремит, фирменный магазин | Красное&Белое, магазин | Столички, Аптечный пункт №553",
19789924,added,5,5,"Форпост в Лужниках, социально-педагогический клуб | Открытое искусство, театр культуры | Рукодельня Колибри, творческая студия",
19790368,added,5,5,"Легрина, дом быта | Улица Кравченко, конечная автобусная станция | Кабинет психолога",
19790515,added,7,7,"Brendauto | МВП маркетинг | Карат, автосервис",
19790680,added,7,7,"Brendauto | МВП маркетинг | Карат, автосервис",
19794996,added,6,6,"Шире Круг, спортивно-досуговый центр | Family coffee, кофейня | Операционная касса",
19795081,added,8,7,"Ароматный мир, винный супермаркет | Пуговка, ателье | Верный, супермаркет","Ирен, студия красоты [area]"
19795308,added,4,4,"Fresh Nail Bar, студия маникюра и педикюра | Дай пять, ногтевая студия | Винлаб, супермаркет напитков",
19795309,added,4,4,"Fresh Nail Bar, студия маникюра и педикюра | Дай пять, ногтевая студия | Винлаб, супермаркет напитков",
19795310,added,4,4,"Fresh Nail Bar, студия маникюра и педикюра | Дай пять, ногтевая студия | Винлаб, супермаркет напитков",
19795766,added,24,3,"Пятёрочка, супермаркет | Столичные аптеки, Аптека №6/186 | Европейский, хостел","Академия камня, производственная компания [area] | Aristo, салон мебели и гардеробных [area] | #ЭТОКУХНИ, студия дизайнерских кухонь [area]"
19797633,added,3,3,"Айла, парикмахерская | Ozon | Twins naiLS, студия маникюра",
19797870,added,2,2,"У дома, салон-парикмахерская | Wildberries, пункт выдачи товара",
19797998,added,1,1,"Московский государственный психолого-педагогический университет, факультет информационных технологий",
19798089,added,6,6,"Дианта, стоматологический центр | Гемотест, медицинская лаборатория | Дианта, косметологический центр",
19798812,added,5,5,"iL Tortellino, пиццерия | Магазин табачной продукции | Пионка, цветочный магазин",
19799020,no_valid_candidates,3,0,,"Хорошевка, досугово-спортивный центр [area] | L.A.B space, сеть студий растяжки, йоги и фитнеса [area] | Ivory dance, студия [area]"
19800524,added,9,9,"Яндекс Маркет, пункт выдачи товара | Лотос, сеть срочных химчисток | Imen Nails, интернет-магазин",
19802129,added,50,39,"Sedelice, французская пекарня | Купцовъ домъ, аукционный дом | Help for you, коворкинг-центр","Пан Круассан, кофейня [area] | Магазин табачных изделий [area] | Gegel beauty studio, частный кабинет красоты [area]"
19802238,added,3,3,"Жюли Вернель, салон красоты | OZON | Ча и, магазин чая и чайных принадлежностей",
19804125,added,1,1,"Топаз, учебный центр",
19804508,added,2,2,"Геофизический центр РАН | Вестник Отделения наук о Земле РАН, электронный журнал",
19806704,added,1,1,"Центральное управление по гидрометеорологии и мониторингу окружающей среды, сайт",
19809263,added,14,13,"Baccarat, бутик изделий из хрусталя | Baccarat Cristal Room, ресторан | Daum-Lalique, бутик изделий из хрусталя","Никольская Club, салон красоты [area]"
19810682,added,43,40,"Профилогистик, центр сертификации | Логика, транспортно-логистическая компания | Стеллс-Стом, стоматологический центр","Mainstream, центр танца [area] | La danse, школа свадебного танца [area] | Yoga practika, центр йоги [area]"
19811459,added,1,1,"У Палыча, фирменный магазин",
19813256,added,6,6,"Гемотест, медицинская лаборатория | Маэстро Кофе, кофейня | OZON",
19813381,added,2,2,"ТриоВет, ветеринарный центр | Art Monet, художественная студия",
19814855,added,1,1,Ozon,
19815253,added,1,1,"Limeceramica, компания",
19815275,added,1,1,"Limeceramica, компания",
19815418,added,2,2,"Российская академия народного хозяйства и государственной службы при Президенте РФ, Московский институт дополнительного профессионального образования | I Like City, хостел",
19815556,added,1,1,"Спецтехрус, магазин запчастей для спецтехники",
19816366,added,9,9,"MOA Clinic, клиника эстетической медицины | Мосгорломбард | ДНКом, лаборатория",
19816873,added,9,9,"Психологи, коворкинг-центр | Швейное ателье | Welonda, торговая компания",
19816905,added,9,9,"Старик Хинкалыч, хинкальная | Даблби, кофейня | Coffee, кофейня",
19817019,added,3,3,Клюнкер | Проект-эксперт | Автомойка,
19817116,added,3,3,"Авито, пункт выдачи заказов | Яндекс Маркет, пункт выдачи товара | ШАРОБОТ, центр робототехники и программирования",
19820740,added,1,1,"36,6, аптека №1267",
19820749,added,2,2,"Runatex, оптовый шоурум | Ткани микс, торговая компания",
19823641,added,3,2,"АльпИндустрия, туроператор | Альпиндустрия, спортивный магазин",Мастерская по ремонту туристического снаряжения [area]
19824658,added,4,3,"Smile fish, частный детский сад | Composition School, школа тафтинга | ВЕЛОРЕМОНТ.РУ, ремонтная мастерская","Пижонъ, барбершоп [area]"
19826187,added,6,6,"Гастроном №23 | Мегафарм плюс, аптека | ПОДЪЕМТРАНСМАШ, торговая компания",
19826518,added,3,3,"Черная Кость, сеть мужских парикмахерских | Generik Paris, студия | Generik Paris",
19832826,added,4,4,"Самарканд, кафе быстрого питания | Магазин продуктов | Медтехрейс, компания по проведению предрейсовых медицинских осмотров",
19833173,added,3,2,"АльпИндустрия, туроператор | Альпиндустрия, спортивный магазин",Мастерская по ремонту туристического снаряжения [area]
19834937,added,4,4,"Улыбка Красоты, парикмахерская | Мастерская по ремонту обуви, г. Москва | Детская стоматологическая поликлиника №52",
19840254,added,1,1,Фирма по ремонту сотовых телефонов,
19847223,added,3,2,"АльпИндустрия, туроператор | Альпиндустрия, спортивный магазин",Мастерская по ремонту туристического снаряжения [area]
19847424,added,3,1,"АльпИндустрия, туроператор","Альпиндустрия, спортивный магазин [area] | Мастерская по ремонту туристического снаряжения [area]"
19849582,added,1,1,"Красная стрела, транспортная компания",
19852360,added,6,6,"Fresh Nail Bar, студия маникюра и педикюра | ТехноSale, магазин электротехники | Дай пять, ногтевая студия",
19852367,added,6,6,"Fresh Nail Bar, студия маникюра и педикюра | ТехноSale, магазин электротехники | Дай пять, ногтевая студия",
19852861,added,5,4,"Башмачникъ, магазин-мастерская | The Authentic Pirates, вейп-шоп | ЭЭГ Лаб, центр медицинских комиссий","Столички, аптека [floor]"
19853923,added,2,2,"Wildberries, пункт выдачи товара | PROF-MK, дизайнерское агентство",
19854915,added,2,2,"Runatex, оптовый шоурум | Ткани микс, торговая компания",
19856396,added,12,12,"Бережно и Нежно, центр психологии | Лемикс, юридический центр | Литера ПРО, агентство переводов",
19856432,added,3,3,"OZON | Горздрав, аптека №760 | Мосводосток",
19856820,added,1,1,27-й Центральный НИИ Министерства обороны РФ,
19859150,added,3,2,"Фонбет, букмекерская контора | Аквазона Фараон, сауна","Верный, супермаркет [floor]"
19859299,added,1,1,"Limeceramica, компания",
19859409,added,2,1,"UP TO YOU STUDIO, салон красоты","Равновесие, центр йоги и творчества [area]"
19859569,added,3,3,"АптекаГрад, аптека | ФОРТЕ, гомеопатическая аптека | Китайский ресторан",
19859669,added,1,1,"Фрагмент-3, салон-парикмахерская",
19864924,added,7,6,"OZON | Апрель, аптека | Школа английского языка","GoodYogaDay, студия йоги и растяжки [area]"
19866021,added,3,2,"Точка буккроссинга, г. Москва | Yes, сеть центров иностранных языков","Пушкин, салон красоты [area]"
19866064,added,2,1,"Евразия, буровая компания","Столички, аптека [floor]"
19866586,added,14,14,"Суши Лавка | Винлаб, супермаркет напитков | Apivas, магазин разливного пива",
19867625,added,1,1,"Wildberries, пункт выдачи товара",
19867766,added,3,3,"Ozon | ТопГир, автошкола | Студия краски и декоративной штукатурки",
19867781,added,1,1,"Wildberries, пункт выдачи товара",
19867868,added,3,3,"Ozon | ТопГир, автошкола | Студия краски и декоративной штукатурки",
19870658,added,7,6,"OZON | Апрель, аптека | Школа английского языка","GoodYogaDay, студия йоги и растяжки [area]"
19874597,added,5,5,"RASVERO, рекламное агентство | Центр драматургии и режиссуры, театр | MediaSniper, рекламное агентство",
19875454,added,14,13,Магазин одежды | Мастерская по ремонту тонометров и ингаляторов | Магазин бытовой химии,Мастерская по ремонту обуви и изготовлению ключей [area]
19875758,added,6,5,"Рюмка, алко-буфет | Мама Ро, комплекс апартаментов | Правило, оздоровительный центр","Аида, салон красоты [area]"
19876167,added,2,2,"Кинто, хинкальный дом | Айсберри, киоск по продаже мороженого",
19876924,added,1,1,"Здравсити, аптека",
19876928,added,1,1,"Здравсити, аптека",
19877446,added,19,16,"Первая клиника Измайлово доктора Бандуриной, медицинский центр | Супер Лента, супермаркет | Домохозяин, магазин","ITALLCLEAN, сеть итальянских химчисток [area] | Ателье-мастерская [area] | Енот, дом быта [area]"
19880244,added,2,2,"Wildberries, пункт выдачи интернет-заказов | L&g, мини-отель",
19881585,added,1,1,"Буханка, пекарня",
19881605,added,3,3,"Дорзнак МК, Компания | Stylish Amadeo, компания | ЭКОМАРКЕТ, служба доставки натуральных продуктов",
19881684,added,5,5,"OZON | Диалог, аптека | Красное&Белое, магазин",
19881716,added,2,2,"РолМастер, производственная компания | Счастливые люди, семейный клуб",
19881735,added,11,11,"Bon Lavash, кафе быстрого питания | Маман, пекарня | Магазин товаров для курения",
19885117,added,24,23,"Il Ricco, клубный дом | Имэджин груп, рекламное агентство | СберПервый, отдел по работе с ВИП-клиентами","Dance Elite, танцевально-спортивный центр [area]"
19885236,added,1,1,"Буханка, пекарня",
19887751,added,2,2,"Дорожная азбука, автошкола | Швейная мастерская",
19888223,added,9,9,"Лавруша, зоомагазин | Магазин игрушек | Ригла, аптека",
19889275,added,11,11,"Химчистка №1 | Медвет, ветеринарный центр | ВЦ МедВет",
19890661,added,1,1,"Lure, меховое ателье-бутик",
19890673,added,11,11,"Химчистка №1 | Медвет, ветеринарный центр | ВЦ МедВет",
19890685,added,11,11,"Химчистка №1 | Медвет, ветеринарный центр | ВЦ МедВет",
19891342,added,2,1,"Визит, стоматологический коворкинг","Fit4ever-fitness&ems, фитнес-студия [area]"
19891636,added,4,3,"Федеральное казначейство, Межрегиональное контрактное управление | Maria German Flowers, бутик цветов | INVITRO, медицинская компания",Воин [area]
19893926,added,1,1,"Гандзак, ресторан",
19894445,added,5,4,"Акрил Мастер, компания по изготовлению столешниц | Мирта, офис | Thaihome spa","Велья, салон красоты [area]"
19898006,added,3,3,"Ozon | ТопГир, автошкола | Студия краски и декоративной штукатурки",
19909887,added,3,3,"Теремок, детский развивающий центр | Пиксель, школа программирования для детей | Здравсити, аптека",
19912082,added,1,1,Ozon,
19912382,added,5,5,"Детская стоматологическая поликлиника №1 | МамаМай, кафе вьетнамской кухни | Барс-консалтинг, многофункциональный консультационный центр",
19914365,added,3,3,"Маро, мини-гостиница | Sofie, салон красоты | Натали, салон красоты",
19915279,added,3,3,"РЕСО-Гарантия, страховая компания | Коралайна Инжиниринг, представительство в г. Москве | СВ-Кадр, студия звукозаписи",
19915287,added,3,3,"РЕСО-Гарантия, страховая компания | Коралайна Инжиниринг, представительство в г. Москве | СВ-Кадр, студия звукозаписи",
19915325,added,3,3,"РЕСО-Гарантия, страховая компания | Коралайна Инжиниринг, представительство в г. Москве | СВ-Кадр, студия звукозаписи",
19917261,added,3,3,"РЕСО-Гарантия, страховая компания | Коралайна Инжиниринг, представительство в г. Москве | СВ-Кадр, студия звукозаписи",
19918306,added,2,2,"Реабилитационно-образовательный центр №76, дошкольный отдел | Департамент труда и социальной защиты населения г. Москвы, служба ранней помощи",
19918329,added,2,2,"Реабилитационно-образовательный центр №76, дошкольный отдел | Департамент труда и социальной защиты населения г. Москвы, служба ранней помощи",
19918344,added,2,2,"Реабилитационно-образовательный центр №76, дошкольный отдел | Департамент труда и социальной защиты населения г. Москвы, служба ранней помощи",
19920564,added,1,1,"Салон-5, парикмахерская",
19923008,added,2,2,"Арт-Эль, багетная мастерская | Интерстом, стоматологическая клиника",
19923881,added,3,3,"ДЕНТА ЛЮКС, стоматологический центр | Ozon | Wildberries, пункт выдачи товара",
19924824,added,2,1,"RBT Service, сервис по ремонту бытовой техники","Стиль волос, салон красоты [area]"
19925041,added,16,16,"Акваремонт | Московский совет архитектуры и инженерии | ТЕРРЕМ, торгово-производственная компания",
19925007,added,3,3,"Студия перманентного макияжа Климовой Татьяны | Beauty Time, салон красоты | Greenbe, магазин-кафе",
19925530,added,3,3,"Авито, пункт выдачи заказов | Яндекс Маркет, пункт выдачи товара | ШАРОБОТ, центр робототехники и программирования",
19926119,added,4,4,"Бегаева и партнеры, юридическое бюро | Огулов Центр | Health club, центр врачебной косметологии, красоты и СПА",
19927643,added,4,4,"Бегаева и партнеры, юридическое бюро | Огулов Центр | Health club, центр врачебной косметологии, красоты и СПА",
19933900,added,2,2,"Дикси, супермаркет | Самокат, служба доставки",
19937360,added,4,4,"Почта России, Отделение №129164 | Адвокат Калмыков В. В. | Miragrill, ресторан",
19938078,added,1,1,"6 соток, магазин товаров для сада",
19940325,added,4,4,"Мастерская по ремонту одежды и обуви | Сервисный центр по ремонту бытовой техники | Медведь, студия меха",
19943144,added,6,5,"Яндекс Лавка, служба доставки продуктов | Рокс, автосервис | OZON","Винлаб, супермаркет напитков [floor]"
19943590,added,1,1,Dragon Freight,
19945206,added,2,1,"Дикси, супермаркет","Самокат, служба доставки [area]"
19945600,added,5,4,"Дикси, супермаркет | Университетский, продуктовый магазин | Магазин по продаже фруктов и овощей","Ароматный мир, винный супермаркет [area]"
19945846,added,7,7,"Академия конъюнктуры промышленных рынков | ГРАС-92, торговая фирма | Рескрипт, торговая компания",
19946069,added,7,7,"Академия конъюнктуры промышленных рынков | ГРАС-92, торговая фирма | Рескрипт, торговая компания",
19947408,added,4,4,"Александра, мастерская красоты | Тринити, Офис | Wave, студия красоты",
19950537,added,1,1,"Протон, образовательный центр",
19953002,added,8,8,"Радуга звуков, центр хорошего слуха | Барбершоп | Прикосновение, бутик для взрослых",
19959307,added,3,3,"Лолита, ресторан | Точка буккроссинга | Бизнес-центр",
19959506,added,3,3,"Лолита, ресторан | Точка буккроссинга | Бизнес-центр",
19960697,added,6,5,"Art Tattoo, школа тату | Ваш ломбард | Model-357, лаборатория танцевальных искусств","Самокат, служба доставки [floor]"
19960743,added,15,14,"Точка цвета, фотолаборатория | Beauty Toria, бьюти-коворкинг | Кабинет косметолога","Объединение культурных и досуговых центров Центрального административного округа, спортивный центр [area]"
19962064,added,1,1,"Обивка 112, мастерская",
19962151,added,1,1,"Твэл, проектно-строительная компания",
19967611,added,3,3,"Medpro Beauty, клиника красоты и здоровья | Wildberries, пункт выдачи заказов | Вход, барбершоп",
19967729,added,2,2,"Новатор, кофейня | Нотариус Хальме И.Ю.",
19968744,added,2,2,"СТАРТ, учебный центр | Дент-Актив, стоматологическая клиника",
19968754,added,3,3,"Ozon | ТопГир, автошкола | Студия краски и декоративной штукатурки",
19968770,added,1,1,"Вай тай, салон тайского массажа и спа",
19968925,added,8,7,"OZON | Wildberries, пункт выдачи интернет-заказов | Апрель, аптека","GoodYogaDay, студия йоги и растяжки [area]"
19968989,added,2,2,"ТЕХНИЧЕСКОЕ СНАБЖЕНИЕ, компания | Панвет, ветеринарная клиника",
19968991,added,7,7,"Солнцево, адвокатский кабинет | Компания по изготовлению номерных знаков | Vesta, юридический центр",
19969959,added,3,2,"Wildberries, Пункт выдачи товара | Defiparis school, школа макияжа, бровей и причесок","КласТек, магазин мебельных и портьерных тканей [area]"
19970050,added,31,27,"КоинсМос, пункт продажи товаров для коллекционеров | Синергия, центр интеллекта | Golden Horse Hotel","ChessFirst, школа шахмат [area] | БМ-Банк, банк [area] | CREDIT AGRICOLE, корпоративный и инвестиционный банк [area]"
19970338,added,1,1,"Дошкольное отделение, школа ордена Трудового Красного Знамени им. героев Советского Союза Зои и Александра Космодемьянских",
19973072,no_valid_candidates,1,0,,"РЕСО-Гарантия, страховая компания [area]"
19974211,added,4,4,"OZON, Пункт выдачи товара | Lamoda, пункт выдачи товара | Яндекс Маркет, пункт выдачи товара",
19974550,added,14,10,"Тр-клуб, досуговый клуб | Freedom art studio | Портрет Маслом, арт-студия","Школа настольного тенниса, г. Москва [area] | Ydan, центр настольного тенниса и китайской гимнастики тайцзицюань [area] | Торюмонкай, союз клубов айкидо айкикай [area]"
19974586,added,9,9,"Авилек, аптека | Стоматология доктора Халидова | Окофе, кофейня",
19974634,added,9,9,"Авилек, аптека | Стоматология доктора Халидова | Окофе, кофейня",
19975628,added,7,7,"Академия конъюнктуры промышленных рынков | ГРАС-92, торговая фирма | Рескрипт, торговая компания",
19975737,added,4,4,"Атв, бизнес-центр | Росатом, техническая академия | Симметрия, медицинский центр лечения боли в спине и суставах",
19975890,added,9,9,"Авилек, аптека | Стоматология доктора Халидова | Окофе, кофейня",
19976789,added,9,9,"Авилек, аптека | Стоматология доктора Халидова | Окофе, кофейня",
19977097,added,1,1,Школа №2033,
19979692,added,8,7,"Verba lab, шоурум женской одежды и обуви | Цветы Любимой, цветочный салон | Центр гигиены и эпидемиологии в городе Москве в ТиНАО, лаборатория","Ароматный мир, винный супермаркет [floor]"
19979734,added,2,2,"Дикси, супермаркет | Самокат, служба доставки",
19981337,added,2,2,"Восток-Сервис, магазин функциональной одежды | Яндекс заправка, станция зарядки электромобилей",
19981511,added,7,3,"Art Tattoo, школа тату | Ваш ломбард | Бриллианты Москвы, салон-магазин ювелирных изделий","Model-357, лаборатория танцевальных искусств [area] | She dance space, танцевальная студия [area] | ФирмаЧи [area]"
19985826,added,3,1,"Серт-инфо, сертификационный центр","Ozon [area] | Яндекс Маркет, пункт выдачи интернет-заказов [area]"
19993312,added,1,1,"Дикси, супермаркет",
