lot_id,action,old_tw,new_tw,old_conf,new_conf,gap_days,company
19820737,added,,gap_snapshot_2026-02,,high,173,"Wildberries, пункт выдачи интернет-заказов"
19820760,added,,gap_snapshot_2026-04,,medium,234,"Динозаврик, зоомагазин | Пункт сбора помощи для приютов"
19824648,added,,gap_snapshot_2026-04,,medium,202,"Wildberries, пункт выдачи заказов | Салон красоты"
19824790,added,,gap_snapshot_2026-02,,medium,164,"Студия дизайна | Пеперон, пицца-бар"
19827258,added,,gap_snapshot_2026-02,,medium,162,"Турмалин, центр социальной реабилитации | Ozon | Улица Павла Корчагина, дирекция конечных станций"
19830111,added,,gap_snapshot_2026-02,,medium,163,"Флаверсы | BETONE MAN, мужские парикмахерские | Автор, автосервис"
19832826,added,,gap_snapshot_2026-02,,high,157,Магазин продуктов
19833501,added,,gap_snapshot_2026-04,,high,218,"Wildberries, пункт выдачи заказов"
19849806,added,,gap_snapshot_2026-02,,high,142,"Стекло-люкс, зеркальная фабрика"
19851594,added,,gap_snapshot_2026-02,,medium,137,"Nails by Star, ногтевая студия | Wildberries, пункт выдачи интернет-заказов | Не просто вещь, пункт приёма одежды"
19852861,added,,gap_snapshot_2026-02,,medium,134,"Столички, аптечный пункт №77-1589"
19853603,added,,gap_snapshot_2026-02,,medium,134,"Е.В.А., территория красоты | Лига"
19854896,added,,gap_snapshot_2026-02,,high,136,"Wildberries, пункт выдачи интернет-заказов"
19854906,added,,gap_snapshot_2026-04,,medium,197,"Ozon | Wildberries, пункт выдачи заказов"
19855247,added,,gap_snapshot_2026-02,,medium,123,"Сверх-Я, лаборатория"
19855428,added,,gap_snapshot_2026-04,,medium,184,"Фармленд, аптека"
19859382,added,,gap_snapshot_2026-02,,medium,128,"Qlean, пункт приема химчистки"
19861668,added,,gap_snapshot_2026-02,,medium,123,Магазин рыбы и мяса | Магазин колбас
19865728,added,,gap_snapshot_2026-02,,medium,123,"Красное&Белое, магазин"
19865990,added,,gap_snapshot_2026-02,,medium,106,"Марквет, зоомагазин и ветеринарная аптека | Оставь багаж, пункт приема | Точка быстрого питания"
19866367,added,,gap_snapshot_2026-02,,high,123,"Московское долголетие, г. Москва"
19877131,added,,gap_snapshot_2026-02,,medium,113,"Кабинет массажа | PECO-гарантия, страховая компания | Винтаж, магазин антиквариата"
19878416,added,,gap_snapshot_2026-02,,medium,113,"Московское долголетие, г. Москва"
19881261,added,,gap_snapshot_2026-02,,high,102,"Много места, сервис по аренде складов"
19890862,added,,gap_snapshot_2026-02,,high,99,"Скульпторы тела, студия массажа"
19892872,added,,gap_snapshot_2026-02,,high,99,"Пенная борода, минимаркет"
19904767,added,,gap_snapshot_2026-02,,medium,85,"Дошкольное отделение, школа №429"
19912640,added,,gap_snapshot_2026-02,,medium,78,"Красное&Белое, магазин | Wildberries, пункт выдачи товара | Не просто вещь, пункт приёма одежды"
19917846,added,,gap_snapshot_2026-02,,medium,74,"Астрея, детский развивающий центр | Малышев Спорт, спортивная секция"
19922698,added,,gap_snapshot_2026-02,,high,67,Ozon
19924693,added,,gap_snapshot_2026-02,,medium,67,"Атлант, центр спорта и досуга | Магазин автозапчастей"
19924965,added,,gap_snapshot_2026-04,,high,93,"Дом Форест, компания по строительству домов из клееного бруса, камня"
19927890,added,,gap_snapshot_2026-04,,high,97,"Элекснет, платёжный терминал"
19935429,added,,gap_snapshot_2026-04,,medium,86,"Ресо, страховая компания"
19946193,added,,gap_snapshot_2026-04,,medium,92,Студия красоты
19946236,added,,gap_snapshot_2026-04,,high,92,"Wildberries, пункт выдачи заказов"
19962140,added,,gap_snapshot_2026-04,,medium,63,"Яндекс Маркет, пункт выдачи заказов"
