номер_лота,площадь_м²,этаж,confidence,source,status,orig_company,new_company,dropped,drop_reasons
18421800,84.2,1,medium,gap_snapshot_2022-05,unchanged,Аптека-эконом | Семейные традиции | Магазин табачной продукции,Аптека-эконом | Семейные традиции | Магазин табачной продукции,,
18460267,97.4,1,medium,gap_snapshot_2022-12,unchanged,Физкультура и спорт,Физкультура и спорт,,
18460585,194.1,1,medium,gap_snapshot_2022-12,unchanged,Полюса,Полюса,,
18486140,290.0,Подвал,high,gap_snapshot_2022-01,unchanged,Artremonts,Artremonts,,
18486174,139.2,1,high,gap_snapshot_2022-01,unchanged,Ozon,Ozon,,
18489764,120.2,Подвал,medium,gap_snapshot_2022-05,unchanged,Ozon | Wildberries,Ozon | Wildberries,,
18502433,155.4,Подвал,medium,gap_snapshot_2022-08,filtered_candidates,Tory club | Еврохолод,Еврохолод,Tory club,AREA_MISMATCH(155m² vs 250-6000 for Спорт): Tory club
18507088,975.9,"Подвал, 1, 2",high,gap_snapshot_2022-05,unchanged,Землемер,Землемер,,
18509729,245.3,Подвал,high,gap_snapshot_2022-05,unchanged,Хмель&солод,Хмель&солод,,
18515891,74.8,Подвал,high,gap_snapshot_2022-01,unchanged,Artremonts,Artremonts,,
18518658,89.9,Подвал,high,gap_snapshot_2022-05,unchanged,Институт психологии и психосоматической терапии,Институт психологии и психосоматической терапии,,
18520718,171.9,Подвал,medium,gap_snapshot_2022-05,unchanged,Эльд | Марфино,Эльд | Марфино,,
18524209,231.6,Подвал,high,gap_snapshot_2022-12,unchanged,Средняя общеобразовательная школа №7 с дошкольным отделением,Средняя общеобразовательная школа №7 с дошкольным отделением,,
18524219,338.9,Подвал,medium,gap_snapshot_2022-08,unchanged,Ригла | Пятёрочка | Восточные сладости,Ригла | Пятёрочка | Восточные сладости,,
18526293,291.4,1,medium,gap_snapshot_2022-05,unchanged,Нотариусы Гимкаева Н.И. и Далиева Л.П. | Московский Центр Переводов | Адвокатский кабинет Юсупова Ф.М.,Нотариусы Гимкаева Н.И. и Далиева Л.П. | Московский Центр Переводов | Адвокатский кабинет Юсупова Ф.М.,,
18529797,189.0,1,medium,gap_snapshot_2022-05,unchanged,Кофейня | Milano,Кофейня | Milano,,
18529801,328.5,1,medium,gap_snapshot_2022-05,unchanged,Кофейня | Milano,Кофейня | Milano,,
18532843,1332.6,"Подвал, 1, 2",high,gap_snapshot_2022-12,unchanged,Авоська,Авоська,,
18534678,140.8,1,high,gap_snapshot_2022-08,unchanged,Coffee major,Coffee major,,
18534846,44.1,1,high,gap_snapshot_2022-05,unchanged,Smiling master,Smiling master,,
18536707,144.2,Подвал,medium,gap_snapshot_2022-12,unchanged,Lorange | Dpsp studio epilier | Wildberries,Lorange | Dpsp studio epilier | Wildberries,,
18539152,198.9,Подвал,medium,gap_snapshot_2022-05,filtered_candidates,Lunara | Академия детского мюзикла | Inside,Lunara | Академия детского мюзикла,Inside,AREA_MISMATCH(199m² vs 250-6000 for Спорт): Inside
18539971,233.0,1,high,gap_snapshot_2022-12,unchanged,Почта России,Почта России,,
18541726,130.2,1,medium,gap_snapshot_2022-12,unchanged,Магнит | Красное&Белое | Ozon,Магнит | Красное&Белое | Ozon,,
18543302,60.0,1,medium,gap_snapshot_2022-08,unchanged,Самокат,Самокат,,
18555368,385.6,Подвал,high,gap_snapshot_2022-05,unchanged,Хмель&солод,Хмель&солод,,
18559831,43.6,"Подвал, 1",medium,gap_snapshot_2022-05,unchanged,Смирнов Диджитал | АвтоШиномонтаж,Смирнов Диджитал | АвтоШиномонтаж,,
18559903,202.2,1,high,gap_snapshot_2022-08,unchanged,Пятёрочка,Пятёрочка,,
18560098,357.7,1,medium,gap_snapshot_2022-05,unchanged,Кофейня | Milano,Кофейня | Milano,,
18569627,48.9,Подвал,medium,gap_snapshot_2022-08,unchanged,Дикси | Фортуна,Дикси | Фортуна,,
18574941,69.1,1,high,gap_snapshot_2022-08,unchanged,Wildberries,Wildberries,,
18574962,33.9,1,medium,gap_snapshot_2022-12,unchanged,Мой новый дом | Ozon,Мой новый дом | Ozon,,
18574964,58.4,1,medium,gap_snapshot_2022-12,unchanged,Мой новый дом | Ozon,Мой новый дом | Ozon,,
18575249,104.7,Подвал,medium,gap_snapshot_2022-12,filtered_candidates,Библиотека №118 им. В.Н.Соколова | Юго-Восток | Лингвитания,Библиотека №118 им. В.Н.Соколова | Лингвитания,Юго-Восток,AREA_MISMATCH(105m² vs 250-6000 for Спорт): Юго-Восток
18576173,1519.6,"Подвал, 1",medium,gap_snapshot_2022-05,filtered_candidates,Служба вскрытия и замены замков | Cainiao,Служба вскрытия и замены замков,Cainiao,AREA_MISMATCH(1520m² vs 5-480 for Пунк выдачи): Cainiao
18576243,264.0,Подвал,high,gap_snapshot_2022-12,unchanged,Wildberries,Wildberries,,
18578846,153.1,1,high,gap_snapshot_2022-08,unchanged,Свобода,Свобода,,
18579124,242.3,"Подвал, 1",medium,gap_snapshot_2022-05,unchanged,Ozon | Wildberries,Ozon | Wildberries,,
18579518,59.0,Подвал,high,gap_snapshot_2022-08,unchanged,Ma&Mi,Ma&Mi,,
18583796,232.2,Подвал,medium,gap_snapshot_2022-12,unchanged,Додо Пицца | КуулКлевер Мясновъ Отдохни,Додо Пицца | КуулКлевер Мясновъ Отдохни,,
18585447,187.5,1,high,gap_snapshot_2022-12,unchanged,Винлаб,Винлаб,,
18585449,104.2,1,high,gap_snapshot_2022-12,unchanged,Винлаб,Винлаб,,
18589425,153.7,Подвал,medium,gap_snapshot_2022-08,unchanged,Simplewine | Горздрав,Simplewine | Горздрав,,
18608682,59.0,Подвал,medium,gap_snapshot_2022-12,unchanged,Хвостик | Фортуна,Хвостик | Фортуна,,
18634004,308.1,1,high,gap_snapshot_2022-12,unchanged,Гефест-Аларм,Гефест-Аларм,,
18636275,99.8,Подвал,medium,gap_snapshot_2022-08,unchanged,Цветком,Цветком,,
18642241,52.6,1,medium,gap_snapshot_2022-12,unchanged,Ozon,Ozon,,
18642242,110.2,1,medium,gap_snapshot_2022-12,unchanged,Ozon,Ozon,,
18642261,70.8,1,medium,gap_snapshot_2022-12,unchanged,Ozon,Ozon,,
18651178,150.5,1,high,gap_snapshot_2022-12,unchanged,Стоматологическая клиника Доктора Кудрявцева,Стоматологическая клиника Доктора Кудрявцева,,
18652655,26.2,Подвал,high,,cleared,Центр Вадо,,Центр Вадо,AREA_MISMATCH(26m² vs 250-6000 for Спорт): Центр Вадо
18672162,220.8,Подвал,medium,gap_snapshot_2022-12,unchanged,Здравсити | Дамбо,Здравсити | Дамбо,,
18683648,229.2,Подвал,medium,gap_snapshot_2022-12,unchanged,3dplemya | Средняя общеобразовательная школа №7 с дошкольным отделением | Exist.ru,3dplemya | Средняя общеобразовательная школа №7 с дошкольным отделением | Exist.ru,,
18686843,53.3,Подвал,medium,gap_snapshot_2022-12,unchanged,Cool 360 Price | Столички | Subway,Cool 360 Price | Столички | Subway,,
18689653,216.8,Подвал,high,gap_snapshot_2022-12,unchanged,Плов,Плов,,
18695296,19.4,"1 этаж, 1",high,gap_snapshot_2022-12,unchanged,Объект,Объект,,
18700868,463.2,"1, 2",medium,gap_snapshot_2022-12,unchanged,Икорный | Табачный,Икорный | Табачный,,
18700951,276.4,Подвал,medium,gap_snapshot_2022-12,unchanged,Ателье на Обручева | Rotary master,Ателье на Обручева | Rotary master,,
18702348,127.7,1,high,gap_snapshot_2022-12,unchanged,Wildberries,Wildberries,,
18710278,179.4,Подвал,medium,gap_snapshot_2022-12,filtered_candidates,Багира | Гост | Столички,Гост | Столички,Багира,"AREA_MISMATCH(179m² vs 5-160 for Салоны красоты, барбершопы, парикмахерские): Багира"
18719169,30.4,1,medium,gap_snapshot_2022-12,unchanged,Соната клиник | ГОРЗДРАВ | Glowsubs sandwiches,Соната клиник | ГОРЗДРАВ | Glowsubs sandwiches,,
18730608,42.3,Подвал,medium,gap_snapshot_2022-12,unchanged,Восточное Измайлово,Восточное Измайлово,,
18747306,134.3,Подвал,high,gap_snapshot_2022-12,unchanged,Wildberries,Wildberries,,
18747465,227.5,Подвал,high,gap_snapshot_2022-12,unchanged,МРП №61,МРП №61,,
18751852,27.4,Подвал,high,gap_snapshot_2022-12,unchanged,Московская служба психологической помощи населению,Московская служба психологической помощи населению,,
18754081,16.1,1,high,gap_snapshot_2022-12,unchanged,Alice`s,Alice`s,,
18762177,66.2,1,high,gap_snapshot_2022-12,unchanged,Ozon,Ozon,,
18762185,50.3,1,high,gap_snapshot_2022-12,unchanged,Ozon,Ozon,,
18766255,27.3,Подвал,high,gap_snapshot_2022-12,unchanged,Монолит,Монолит,,
18777321,129.2,2 этаж и выше,medium,gap_snapshot_2022-12,unchanged,Мигсервис | EVITA | Ломоносовъ,Мигсервис | EVITA | Ломоносовъ,,
18778929,129.6,1 этаж,medium,gap_snapshot_2022-12,unchanged,Магазин быстрого питания,Магазин быстрого питания,,
18784207,201.9,1,high,gap_snapshot_2022-12,unchanged,Магазин-ателье,Магазин-ателье,,
18784636,74.4,1,medium,gap_snapshot_2022-12,unchanged,Мослифт | Столички,Мослифт | Столички,,
18785888,27.4,1 этаж,high,gap_snapshot_2022-12,unchanged,ГОРЗДРАВ,ГОРЗДРАВ,,
18786149,74.1,1,high,gap_snapshot_2022-12,unchanged,Генез,Генез,,
18790555,96.9,Подвал,medium,gap_snapshot_2022-12,unchanged,Акуловка | KDL | Самая вкусная шаурма,Акуловка | KDL | Самая вкусная шаурма,,
18791408,155.8,Подвал,high,,cleared,Объект Герои,,Объект Герои,AREA_MISMATCH(156m² vs 250-6000 for Спорт): Объект Герои
18799449,44.4,1,medium,gap_snapshot_2022-12,unchanged,Ozon,Ozon,,
18799451,63.3,1,medium,gap_snapshot_2022-12,unchanged,Ozon,Ozon,,
18799905,872.2,"1 этаж, Подвал, 1",medium,gap_snapshot_2022-12,unchanged,Логексим | Kickidler,Логексим | Kickidler,,
18814387,390.7,Подвал,medium,gap_snapshot_2022-12,unchanged,Proдвижение | Чердак,Proдвижение | Чердак,,
18815577,242.3,Подвал,medium,gap_snapshot_2022-12,unchanged,Гринэр | Магазин быстрого питания,Гринэр | Магазин быстрого питания,,
18818241,162.1,1,medium,gap_snapshot_2022-12,unchanged,ГОРЗДРАВ | Хозстрой,ГОРЗДРАВ | Хозстрой,,
18818446,65.0,Подвал,high,gap_snapshot_2022-12,unchanged,Альбатрос,Альбатрос,,
18819717,97.5,"1 этаж, Антресоль",medium,gap_snapshot_2022-12,filtered_candidates,Branmus | Ювента-спорт,Branmus,Ювента-спорт,AREA_MISMATCH(98m² vs 250-6000 for Спорт): Ювента-спорт
18596549,538.5,Подвал,medium,gap_snapshot_2023-12,unchanged,Ремонтная мастерская,Ремонтная мастерская,,
18828364,631.1,"Подвал, Антресоль, 1",medium,gap_snapshot_2023-12,unchanged,Dolls | Пятёрочка,Dolls | Пятёрочка,,
18829611,100.6,Подвал,high,gap_snapshot_2023-12,unchanged,Экспресс-кофейня,Экспресс-кофейня,,
18830509,243.9,1,high,gap_snapshot_2023-12,unchanged,Artefacto.ru,Artefacto.ru,,
18830746,118.9,1 этаж,high,gap_snapshot_2023-12,unchanged,Патриот групп,Патриот групп,,
18833006,74.2,Подвал,medium,gap_snapshot_2023-12,unchanged,LittleHotel | Qlean,LittleHotel | Qlean,,
18835558,308.1,Подвал,high,gap_snapshot_2023-12,unchanged,БухгалтерПрофи,БухгалтерПрофи,,
18844606,230.5,1,high,gap_snapshot_2023-12,unchanged,Винлаб,Винлаб,,
18844764,134.6,Подвал,medium,gap_snapshot_2023-12,unchanged,Bostandi Belleza | Дельта икс,Bostandi Belleza | Дельта икс,,
18845451,65.0,1,medium,gap_snapshot_2023-12,unchanged,Вандербильд М | Леди Shine,Вандербильд М | Леди Shine,,
18845742,10.2,Подвал,medium,gap_snapshot_2023-12,unchanged,Bostandi Belleza | Дельта икс,Bostandi Belleza | Дельта икс,,
18847167,121.0,1,high,gap_snapshot_2023-12,unchanged,БиоФункциональная стоматология Артура Макарова,БиоФункциональная стоматология Артура Макарова,,
18847281,96.4,Подвал,medium,gap_snapshot_2023-12,unchanged,Хеликс | Диана,Хеликс | Диана,,
18849466,154.5,Подвал,medium,gap_snapshot_2023-12,unchanged,АТМОквест | Qwestern,АТМОквест | Qwestern,,
18854477,30.7,Подвал,medium,gap_snapshot_2023-12,unchanged,Bostandi Belleza | Дельта икс,Bostandi Belleza | Дельта икс,,
18855607,29.6,Подвал,medium,gap_snapshot_2023-12,unchanged,Авокадо | Massimo Pizzeri | Киоск фастфудной продукции,Авокадо | Massimo Pizzeri | Киоск фастфудной продукции,,
18880298,81.9,1,medium,gap_snapshot_2023-12,unchanged,Красное&Белое | Ecokupi | Britva,Красное&Белое | Ecokupi | Britva,,
18884886,193.5,Подвал,medium,gap_snapshot_2023-12,unchanged,Фармленд | Energy records,Фармленд | Energy records,,
18885206,173.0,Подвал,high,gap_snapshot_2023-12,unchanged,Мастерская здоровья,Мастерская здоровья,,
18885556,52.0,Подвал,high,gap_snapshot_2023-12,unchanged,Титул XXI век,Титул XXI век,,
18887029,91.0,Подвал,high,gap_snapshot_2023-12,unchanged,Alif dent,Alif dent,,
18888261,226.9,Подвал,high,gap_snapshot_2023-12,unchanged,GastroMind,GastroMind,,
18888266,131.6,Подвал,high,gap_snapshot_2023-12,unchanged,Золотая корона,Золотая корона,,
18890564,975.9,"Подвал, 1, 2",medium,gap_snapshot_2023-12,unchanged,Инспекция по контролю за благоустройством городских территорий | Алексей Степанов и партнеры | Двм принт,Инспекция по контролю за благоустройством городских территорий | Алексей Степанов и партнеры | Двм принт,,
18907645,623.4,Подвал,medium,,cleared,Аптечество,,Аптечество,AREA_MISMATCH(623m² vs 5-600 for Аптеки): Аптечество
18907838,70.1,Подвал,medium,gap_snapshot_2023-12,unchanged,Диагностический центр лабораторных исследований | Школа №1570,Диагностический центр лабораторных исследований | Школа №1570,,
18908605,67.9,Подвал,medium,gap_snapshot_2023-12,unchanged,Solofiori | Friends For Flowers,Solofiori | Friends For Flowers,,
18908616,306.6,Подвал,medium,gap_snapshot_2023-12,filtered_candidates,ColorHouse | Фотосалон | Chiken King,Chiken King,ColorHouse | Фотосалон,AREA_MISMATCH(307m² vs 2-100 for Фото/печатные салоны): ColorHouse || AREA_MISMATCH(307m² vs 2-100 for Фото/печатные салоны): Фотосалон
18908729,236.6,Подвал,medium,gap_snapshot_2023-12,unchanged,English Time | Медикал Клаб | СДЭК,English Time | Медикал Клаб | СДЭК,,
18908928,31.7,1,medium,gap_snapshot_2023-12,unchanged,Русоль | Wildberries,Русоль | Wildberries,,
18909226,111.5,1,medium,gap_snapshot_2023-12,unchanged,Продуктово-хозяйственный магазин,Продуктово-хозяйственный магазин,,
18911645,967.3,Подвал,medium,gap_snapshot_2023-12,filtered_candidates,Восток-Сервис | Ozon | Гормедтехника департамента здравоохранения города Москвы,Восток-Сервис | Гормедтехника департамента здравоохранения города Москвы,Ozon,AREA_MISMATCH(967m² vs 5-480 for Пунк выдачи): Ozon
18912335,23.3,1,medium,gap_snapshot_2023-12,unchanged,Кабинет психолога | Дезинфекционная станция | Viart,Кабинет психолога | Дезинфекционная станция | Viart,,
18912642,273.0,Подвал,medium,gap_snapshot_2023-12,unchanged,Авиамоторная,Авиамоторная,,
18912746,31.1,Подвал,medium,gap_snapshot_2023-12,unchanged,Emerhelp | Банк ГПБ,Emerhelp | Банк ГПБ,,
18912856,179.6,1,medium,gap_snapshot_2023-12,unchanged,OnProekt,OnProekt,,
18919235,197.2,Подвал,high,gap_snapshot_2023-12,unchanged,Florish,Florish,,
18923345,272.9,"Антресоль, 1",high,gap_snapshot_2023-12,unchanged,Магазин ивановского трикотажа,Магазин ивановского трикотажа,,
18933619,19.5,1,high,gap_snapshot_2023-12,unchanged,БиоФункциональная стоматология Артура Макарова,БиоФункциональная стоматология Артура Макарова,,
18938382,202.1,1,medium,gap_snapshot_2024-05,unchanged,Ozon | Wildberries | Магнит,Ozon | Wildberries | Магнит,,
18947003,70.4,Подвал,high,gap_snapshot_2023-12,unchanged,Artefacto.ru,Artefacto.ru,,
18950831,191.7,Подвал,medium,gap_snapshot_2023-12,filtered_candidates,Peter Kryuchkov Studio | МКА Центр правовой помощи,МКА Центр правовой помощи,Peter Kryuchkov Studio,"AREA_MISMATCH(192m² vs 5-160 for Салоны красоты, барбершопы, парикмахерские): Peter Kryuchkov Studio"
18965006,113.8,Подвал,high,gap_snapshot_2023-12,unchanged,Wildberries,Wildberries,,
18971875,235.8,1,medium,gap_snapshot_2023-12,unchanged,Библиотека №188 | Сценка,Библиотека №188 | Сценка,,
18976418,46.4,1,medium,gap_snapshot_2023-12,unchanged,Красное&Белое,Красное&Белое,,
18976653,42.9,1,medium,gap_snapshot_2023-12,unchanged,Wildberries | Красное&Белое,Wildberries | Красное&Белое,,
18993111,94.4,1 этаж,medium,gap_snapshot_2023-12,unchanged,CofeFest | Soda | Wildberries,CofeFest | Soda | Wildberries,,
18993183,93.1,1 этаж,medium,gap_snapshot_2023-12,unchanged,CofeFest | Soda | Wildberries,CofeFest | Soda | Wildberries,,
18993219,93.1,,medium,gap_snapshot_2023-12,unchanged,CofeFest | Soda | Wildberries,CofeFest | Soda | Wildberries,,
18995676,84.8,Подвал,high,gap_snapshot_2023-12,unchanged,К.о.т.,К.о.т.,,
19002729,259.8,"Подвал, 1",high,gap_snapshot_2023-12,unchanged,Wildberries,Wildberries,,
19005050,88.1,1,high,,cleared,Триумф,,Триумф,AREA_MISMATCH(88m² vs 250-6000 for Спорт): Триумф
19006842,83.0,Подвал,medium,gap_snapshot_2023-12,unchanged,Mbulak | Elatro group | Бережки,Mbulak | Elatro group | Бережки,,
19007038,110.4,Подвал,medium,gap_snapshot_2023-12,unchanged,Mbulak | Elatro group | Бережки,Mbulak | Elatro group | Бережки,,
19007825,617.2,Подвал,medium,gap_snapshot_2023-12,unchanged,Стадинг,Стадинг,,
19009605,94.3,1 этаж,medium,gap_snapshot_2023-12,unchanged,CofeFest | Soda | Wildberries,CofeFest | Soda | Wildberries,,
19011070,111.8,1,medium,gap_snapshot_2023-12,unchanged,Объединённые Поставки | Отделение фонда пенсионного и социального страхования РФ по г. Москве и Московской области,Объединённые Поставки | Отделение фонда пенсионного и социального страхования РФ по г. Москве и Московской области,,
19023704,94.0,1 этаж,medium,gap_snapshot_2023-12,unchanged,CofeFest | Soda | Wildberries,CofeFest | Soda | Wildberries,,
19028043,134.8,Подвал,medium,gap_snapshot_2023-12,unchanged,Paluba Braids | Апрель,Paluba Braids | Апрель,,
19028303,254.3,Подвал,high,gap_snapshot_2023-12,unchanged,Лаборатория бега Runlab,Лаборатория бега Runlab,,
19041366,46.7,1 этаж,medium,gap_snapshot_2023-12,unchanged,Восток-Сервис | Ozon | Гормедтехника департамента здравоохранения города Москвы,Восток-Сервис | Ozon | Гормедтехника департамента здравоохранения города Москвы,,
19041687,85.0,1,medium,gap_snapshot_2023-12,unchanged,CofeFest | Soda | Wildberries,CofeFest | Soda | Wildberries,,
19062780,1130.0,1 этаж,high,gap_snapshot_2023-12,unchanged,ООО Неле консалтинг,ООО Неле консалтинг,,
19064080,132.9,Подвал,medium,gap_snapshot_2023-12,unchanged,TOTAL DRESS | Чик-Чирик,TOTAL DRESS | Чик-Чирик,,
19067541,87.4,6,high,gap_snapshot_2024-05,unchanged,Работа-это просто,Работа-это просто,,
19068200,419.4,1,high,gap_snapshot_2024-05,unchanged,Белка,Белка,,
19068435,28.8,Подвал,high,gap_snapshot_2023-12,unchanged,Степан Ремонт,Степан Ремонт,,
19073740,53.4,"Подвал, 0",medium,gap_snapshot_2023-12,unchanged,Территориальный центр социального обслуживания | Дарим квест,Территориальный центр социального обслуживания | Дарим квест,,
19075311,457.2,Подвал,high,gap_snapshot_2024-05,unchanged,Красное&Белое,Красное&Белое,,
19075361,236.6,Подвал,medium,gap_snapshot_2023-12,unchanged,English Time | Медикал Клаб | СДЭК,English Time | Медикал Клаб | СДЭК,,
19076806,22.6,1 этаж,high,gap_snapshot_2023-12,unchanged,Востряковская баня,Востряковская баня,,
19085667,296.3,Подвал,medium,gap_snapshot_2023-12,unchanged,Дом быта,Дом быта,,
19090768,305.1,Подвал,medium,gap_snapshot_2024-05,filtered_candidates,Njoy | Lazer epilaz | Ozon,Lazer epilaz | Ozon,Njoy,"AREA_MISMATCH(305m² vs 5-160 for Салоны красоты, барбершопы, парикмахерские): Njoy"
19093697,273.0,Подвал,medium,gap_snapshot_2023-12,unchanged,Авиамоторная,Авиамоторная,,
19094128,248.7,Подвал,medium,gap_snapshot_2023-12,unchanged,Багетная мастерская,Багетная мастерская,,
19094220,314.0,"Подвал, 1, 2",high,gap_snapshot_2023-12,unchanged,Магнит Косметик,Магнит Косметик,,
19096189,88.3,1,high,gap_snapshot_2024-05,unchanged,Ozon,Ozon,,
19098683,174.8,Подвал,high,gap_snapshot_2023-12,unchanged,Магазин белорусских продуктов,Магазин белорусских продуктов,,
19099998,79.2,Подвал,high,gap_snapshot_2023-12,unchanged,Дом быта,Дом быта,,
19104674,29.0,1,medium,gap_snapshot_2023-12,filtered_candidates,Арабеск | Магнит Косметик,Магнит Косметик,Арабеск,AREA_MISMATCH(29m² vs 250-6000 for Спорт): Арабеск
19118634,280.4,Подвал,medium,gap_snapshot_2023-12,unchanged,Rss | Пикассоль,Rss | Пикассоль,,
19120972,291.9,Подвал,medium,gap_snapshot_2023-12,unchanged,Мир часов | Октава,Мир часов | Октава,,
19121018,421.0,Подвал,high,gap_snapshot_2024-05,unchanged,Ozon,Ozon,,
19129168,159.3,Подвал,high,,cleared,Вокализ,,Вокализ,AREA_MISMATCH(159m² vs 250-6000 for Спорт): Вокализ
19137130,243.8,Подвал,medium,gap_snapshot_2023-12,unchanged,Emerhelp | Банк ГПБ,Emerhelp | Банк ГПБ,,
19137400,203.9,Подвал,medium,gap_snapshot_2024-05,unchanged,Южный | Moko. Med,Южный | Moko. Med,,
19139201,42.9,1,medium,gap_snapshot_2024-05,unchanged,Ozon | DPD | Красное&Белое,Ozon | DPD | Красное&Белое,,
19140876,178.8,1,medium,gap_snapshot_2023-12,unchanged,Улыбка радуги | Красное&Белое,Улыбка радуги | Красное&Белое,,
19147845,165.4,Подвал,high,gap_snapshot_2023-12,unchanged,Студия красоты,Студия красоты,,
19148242,55.2,1,high,gap_snapshot_2023-12,unchanged,Госавтознак,Госавтознак,,
19148248,113.4,1,high,gap_snapshot_2024-05,unchanged,Бристоль,Бристоль,,
19148257,150.7,1,medium,gap_snapshot_2023-12,filtered_candidates,Наумов | Юрстар | Студия Тишины,Наумов | Юрстар,Студия Тишины,AREA_MISMATCH(151m² vs 250-6000 for Спорт): Студия Тишины
19148304,61.6,1,medium,gap_snapshot_2023-12,unchanged,Красное&Белое | Ecokupi | Britva,Красное&Белое | Ecokupi | Britva,,
19148325,61.5,1,medium,gap_snapshot_2023-12,unchanged,Красное&Белое | Ecokupi | Britva,Красное&Белое | Ecokupi | Britva,,
19148329,62.5,1,medium,gap_snapshot_2024-05,unchanged,Ozon | Твой салон,Ozon | Твой салон,,
19148336,58.2,1,medium,gap_snapshot_2024-05,unchanged,Ozon | Твой салон,Ozon | Твой салон,,
19148372,126.8,1,medium,gap_snapshot_2023-12,unchanged,Персона Люблинская | Вай тай | Красное&Белое,Персона Люблинская | Вай тай | Красное&Белое,,
19148395,68.5,1,high,gap_snapshot_2024-05,unchanged,Буханка,Буханка,,
19148816,143.6,1,high,gap_snapshot_2023-12,unchanged,Bambini Loft,Bambini Loft,,
19148895,157.8,1,high,gap_snapshot_2023-12,unchanged,Тн-Логистика,Тн-Логистика,,
19148981,117.2,1,high,gap_snapshot_2024-05,unchanged,Wildberries,Wildberries,,
19151137,128.5,Подвал,high,gap_snapshot_2023-12,unchanged,Титул XXI век,Титул XXI век,,
19151788,269.3,Подвал,high,gap_snapshot_2024-05,unchanged,Ozon,Ozon,,
19152861,86.0,2,medium,,cleared,Роза ветров,,Роза ветров,AREA_MISMATCH(86m² vs 250-6000 for Спорт): Роза ветров
19161994,192.5,1,medium,gap_snapshot_2023-12,unchanged,Tidi club | 36,Tidi club | 36,,
19165767,960.2,"Подвал, Антресоль, 1",medium,gap_snapshot_2023-12,filtered_candidates,Магазин овощей и фруктов | Магазин кондитерской продукции,Магазин кондитерской продукции,Магазин овощей и фруктов,AREA_MISMATCH(960m² vs 15-750 for Алкомаркеты): Магазин овощей и фруктов
19170014,586.0,"2, 3, 4",high,gap_snapshot_2023-12,unchanged,Проектно-инжиниринговое бюро,Проектно-инжиниринговое бюро,,
19184966,214.8,Подвал,medium,gap_snapshot_2024-05,unchanged,Beauty boss | Мур,Beauty boss | Мур,,
19193475,163.4,1,medium,gap_snapshot_2024-05,unchanged,Bs-Tyres | Автобам,Bs-Tyres | Автобам,,
19193533,208.1,Подвал,medium,gap_snapshot_2024-05,filtered_candidates,Ozon | Студия пилатеса | Джага-Джага,Ozon | Джага-Джага,Студия пилатеса,AREA_MISMATCH(208m² vs 250-6000 for Спорт): Студия пилатеса
19193743,379.2,"1 этаж, Подвал",medium,gap_snapshot_2024-05,unchanged,Красное&Белое | Ак Барс,Красное&Белое | Ак Барс,,
19195240,303.0,1,high,gap_snapshot_2023-12,unchanged,Моржи Столицы,Моржи Столицы,,
19196804,115.5,Подвал,high,gap_snapshot_2023-12,unchanged,Автодети,Автодети,,
19198013,157.1,Подвал,medium,gap_snapshot_2023-12,unchanged,Аптечный элемент | Москвич,Аптечный элемент | Москвич,,
19198369,39.3,Подвал,medium,gap_snapshot_2023-12,unchanged,Магазин орехов | Магнит Косметик,Магазин орехов | Магнит Косметик,,
19198508,56.4,Подвал,high,gap_snapshot_2023-12,unchanged,Гормедтехника департамента здравоохранения города Москвы,Гормедтехника департамента здравоохранения города Москвы,,
19198608,71.3,1,high,gap_snapshot_2024-05,unchanged,ВкусВилл,ВкусВилл,,
19199739,183.4,Подвал,medium,gap_snapshot_2023-12,unchanged,Arch 1908,Arch 1908,,
19199969,285.2,Подвал,medium,gap_snapshot_2024-05,unchanged,Just relax | Vibe Lashes | Центр подологии,Just relax | Vibe Lashes | Центр подологии,,
19202129,322.2,"Подвал, 1",high,gap_snapshot_2023-12,unchanged,Recaro Service,Recaro Service,,
19223608,225.4,1,medium,gap_snapshot_2023-12,unchanged,Добро пожаловать | Огулов центр,Добро пожаловать | Огулов центр,,
19224729,31.6,1,high,gap_snapshot_2024-05,unchanged,Красное&Белое,Красное&Белое,,
19225763,49.8,1,medium,gap_snapshot_2023-12,unchanged,Экспресс-вендинг | Пункт обмена книг | Бесплатный туалет,Экспресс-вендинг | Пункт обмена книг | Бесплатный туалет,,
19225959,54.9,1,medium,gap_snapshot_2023-12,unchanged,Оптовый цветочный магазин,Оптовый цветочный магазин,,
19227468,349.0,1 этаж,medium,gap_snapshot_2024-05,unchanged,Роза ветров,Роза ветров,,
19228468,232.1,1,medium,gap_snapshot_2023-12,unchanged,Клинико-диагностический центр | Happyпёс,Клинико-диагностический центр | Happyпёс,,
19235591,10.8,1,high,gap_snapshot_2023-12,unchanged,Магнит Косметик,Магнит Косметик,,
19237127,214.4,Подвал,medium,gap_snapshot_2023-12,filtered_candidates,Москино Вымпел | Триумф | Галерея вымпел,Москино Вымпел | Галерея вымпел,Триумф,AREA_MISMATCH(214m² vs 250-6000 for Спорт): Триумф
19237151,365.6,"1, 2",medium,gap_snapshot_2023-12,unchanged,Магазин овощей и фруктов | Магазин кондитерской продукции,Магазин овощей и фруктов | Магазин кондитерской продукции,,
19243677,256.1,Подвал,medium,gap_snapshot_2023-12,unchanged,Велоспорт,Велоспорт,,
