id,name,type,address,lat,lon
40090250,Школа №7,school,,55.9194068,37.8204332
40116046,,school,,55.7178439,37.4212984
40122094,Школа №14,school,улица Игната Титова,55.8242276,37.3697971
40674513,Школа № 809,school,,55.717471,37.4051644
40793349,"Школа № 2126 ""Перово""",school,улица Плющева,55.7428651,37.7590491
40858823,Школа №2,school,,55.7683832,37.848403
40954951,Школа №4,school,,55.7539125,37.8508968
41088549,Школа №2101,school,Малая Филёвская улица,55.7360516,37.4624765
41424865,Школа №25,school,,55.6966424,37.9051324
41450485,Школа №1351,school,Суздальская улица,55.741376,37.85758
41450486,,school,,55.7357318,37.8518351
41657209,Гимназия №1592. Отделение №2043,school,Бескудниковский проезд,55.8749129,37.5544011
41667088,"Центр образования и спорта ""Москва-98"". Школа № 2",school,,55.6802679,37.4849926
41826105,Школа №964,school,,55.8971022,37.6161054
41826342,Школа № 1413,school,,55.8966871,37.6174649
41870646,Центр образования №1852,school,Федеративный проспект,55.7570633,37.8035144
41981684,Центр образования №1497,school,,55.7446262,37.4927263
42031082,Мытищинская детская дом-школа музыкального воспитания,school,,55.8893147,37.7536061
42032375,"ГБОУ ""Школа Глория""",school,,55.8958252,37.6157141
42102028,Школа Глория. Корпус № 10,school,,55.8951174,37.6250771
42170724,Школа №2101,school,,55.7347513,37.4804259
42237425,Школа №73,school,Кастанаевская улица,55.7328756,37.4672408
42237426,Школа №262,school,Кастанаевская улица,55.732406,37.4647222
42368435,Центр образования №1854 (8-11 классы),school,улица Маршала Василевского,55.8025995,37.4717526
42394177,Навигацкая школа,school,,55.7310613,37.4555855
42484744,Школа №336,school,Волгоградский проспект,55.7095905,37.7571555
42774926,Московская богословская семинария евангельских христиан-баптистов,school,Перовская улица,55.7461854,37.7561497
42855891,,school,Подольская улица,55.6522714,37.7127087
43198475,Центр Непрерывного Ускоренного Обучения,school,3-я Курьяновская улица,55.6575068,37.7021117
43321808,Школа №1229,school,Верхний Золоторожский переулок,55.7504613,37.6793611
43566667,,school,,55.7175522,37.7361626
